position,bga_05,bga_06,bga_07,bga_08,bga_09,bga_10,bga_11,bga_12,bga_13,bga_14,bga_15,bga_16,bga_17,bga_18,bga_19,bga_20,bga_21,bga_22,bga_23,bga_24,bga_25,bga_26,bga_27,bga_28,bga_29,bga_30,bga_31,bga_32,bga_33,bga_34,bga_35,bga_36,bga_37,bga_38,bga_39,bga_40,bga_41,bga_42,bga_43,bga_44,bga_45,bga_46,bga_47,bga_48,bga_49,bga_50,bga_00
157.25,0,0,0.355453,0.35522,1.185233,1.184773,-0.686683,-0.684826,-1.044073,-1.046605,0.616008,0.616208,0.497478,0.49656,0.060805,0.06099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162.38,0,0,0.304022,0.306259,1.099287,1.094684,-0.54586,-0.541379,-1.183455,-1.189071,0.578954,0.581309,0.518958,0.518274,0.100277,0.098045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167.5,0,0,0.230435,0.230248,0.958659,0.959008,-0.374872,-0.373801,-1.323297,-1.323861,0.529528,0.527691,0.548887,0.549356,0.157005,0.157052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172.62,0,0,0.163536,0.163462,0.830973,0.831114,-0.218498,-0.217645,-1.419162,-1.420251,0.451311,0.451573,0.564515,0.564403,0.201404,0.20151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177.75,0,0,0.097751,0.097113,0.696182,0.69569,-0.062351,-0.063475,-1.490091,-1.487318,0.353606,0.351631,0.580118,0.57704,0.243755,0.24443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182.88,0,0,0.042295,0.042324,0.56508,0.564983,0.084668,0.084101,-1.533388,-1.533095,0.234917,0.235404,0.589567,0.589457,0.287651,0.287728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0,0,0,0,0.441679,0.441677,0.221116,0.22111,-1.549494,-1.54949,0.097714,0.09771,0.602732,0.602728,0.32786,0.327859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191.75,0,0,0,0,0.348434,0.349683,0.310654,0.312116,-1.539993,-1.54162,-0.025751,-0.025623,0.616094,0.617507,0.35956,0.35856,0.026232,0.026263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195.5,0,0,0,0,0.266753,0.265846,0.393666,0.394998,-1.518415,-1.521395,-0.155852,-0.152635,0.628988,0.628428,0.387103,0.386983,0.057837,0.057808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199.25,0,0,0,0,0.216383,0.215512,0.462859,0.463987,-1.492002,-1.492059,-0.271332,-0.272018,0.62823,0.627816,0.401665,0.401537,0.08133,0.081478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0,0,0,0,0.150685,0.150373,0.528626,0.530094,-1.439122,-1.441635,-0.412191,-0.410318,0.636604,0.636924,0.426403,0.425889,0.117933,0.118399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206.75,0,0,0,0,0.095307,0.094135,0.585031,0.584667,-1.375622,-1.369398,-0.551346,-0.557871,0.643167,0.642148,0.450481,0.448532,0.154347,0.156746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210.5,0,0,0,0,0.05139,0.050665,0.628442,0.628052,-1.288653,-1.288383,-0.692744,-0.692718,0.63978,0.639768,0.467714,0.467697,0.190037,0.190069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214.25,0,0,0,0,0.027224,0.027226,0.667135,0.667151,-1.211011,-1.210927,-0.804689,-0.80477,0.619947,0.619857,0.473553,0.473514,0.210038,0.21004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,0,0,0,0,0,0,0.690496,0.69052,-1.101782,-1.101784,-0.929748,-0.929747,0.600906,0.600926,0.487156,0.487164,0.235388,0.235391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.75,0,0,0,0,0,0,0.69635,0.696569,-0.981765,-0.98197,-1.041993,-1.041964,0.569974,0.570056,0.497017,0.496986,0.252727,0.252742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225.5,0,0,0,0,0,0,0.693821,0.694689,-0.852253,-0.851202,-1.141253,-1.14202,0.530103,0.528915,0.505603,0.505429,0.264473,0.264414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229.25,0,0,0,0,0,0,0.70179,0.701304,-0.741033,-0.740859,-1.212877,-1.213642,0.476019,0.477637,0.503749,0.503953,0.266454,0.267067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,0,0,0,0,0,0,0.688844,0.688869,-0.602629,-0.602647,-1.284794,-1.284829,0.4166,0.41667,0.511856,0.511827,0.272888,0.272921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236.75,0,0,0,0,0,0,0.673192,0.672967,-0.46492,-0.46483,-1.342953,-1.341457,0.346541,0.343976,0.522097,0.52161,0.279665,0.279255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240.5,0,0,0,0,0,0,0.657277,0.657528,-0.331281,-0.332665,-1.386269,-1.386251,0.26249,0.263912,0.534323,0.534543,0.287493,0.287585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244.25,0,0,0,0,0,0,0.659787,0.659743,-0.226589,-0.225126,-1.410629,-1.414225,0.177333,0.180928,0.534475,0.53736,0.291359,0.290978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,0,0,0,0,0,0,0.652941,0.652954,-0.111388,-0.111376,-1.432339,-1.432346,0.074821,0.074835,0.555534,0.555545,0.307282,0.307286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251.75,0,0,0,0,0,0,0.652629,0.652571,-0.00944,-0.00949,-1.438242,-1.438075,-0.041892,-0.042033,0.57803,0.577966,0.329416,0.329434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255.5,0,0,0,0,0,0,0.659237,0.659209,0.080276,0.08027,-1.43141,-1.431435,-0.169874,-0.169871,0.602515,0.602529,0.356986,0.357018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259.25,0,0,0,0,0,0,0.679045,0.679052,0.154571,0.154541,-1.415554,-1.415528,-0.285811,-0.285782,0.609681,0.609664,0.374755,0.374742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,0,0,0,0,0,0,0.689172,0.686884,0.23028,0.229594,-1.380713,-1.380836,-0.426827,-0.425839,0.630326,0.630988,0.407503,0.407682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266.75,0,0,0,0,0,0,0.692317,0.690043,0.296975,0.300646,-1.327105,-1.324293,-0.566287,-0.570899,0.645188,0.645183,0.441652,0.439055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270.5,0,0,0,0,0,0,0.686942,0.687279,0.361598,0.361761,-1.252316,-1.252259,-0.711912,-0.712042,0.654251,0.654135,0.473897,0.473851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274.25,0,0,0,0,0,0,0.684128,0.684776,0.419376,0.419178,-1.174512,-1.17587,-0.828267,-0.826387,0.641649,0.640755,0.490886,0.490242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,0,0,0,0,0,0,0.648,0.648004,0.474964,0.474973,-1.059587,-1.059587,-0.960603,-0.960602,0.633586,0.633596,0.520796,0.5208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281.75,0,0,0,0,0,0,0.586919,0.586915,0.525074,0.525025,-0.920449,-0.92047,-1.084352,-1.084285,0.608484,0.608464,0.544371,0.544399,0.032737,0.032729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285.5,0,0,0,0,0,0,0.505354,0.505438,0.56615,0.570283,-0.762914,-0.763695,-1.195162,-1.1951,0.570534,0.568602,0.563939,0.564442,0.076215,0.075708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289.25,0,0,0,0,0,0,0.441846,0.44181,0.60656,0.606558,-0.625746,-0.625756,-1.276893,-1.276876,0.51719,0.51718,0.569889,0.569897,0.108656,0.10865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,0,0,0,0,0,0,0.338653,0.338412,0.635266,0.634673,-0.451803,-0.453255,-1.360113,-1.359103,0.453227,0.453667,0.585447,0.585758,0.162027,0.162745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296.75,0,0,0,0,0,0,0.233067,0.233207,0.655417,0.655167,-0.280456,-0.279091,-1.424969,-1.42576,0.37526,0.375036,0.600965,0.600722,0.219492,0.219252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300.5,0,0,0,0,0,0,0.132706,0.132779,0.66835,0.668749,-0.114147,-0.114066,-1.472489,-1.473107,0.281241,0.282252,0.617404,0.616583,0.277075,0.27724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304.25,0,0,0,0,0,0,0.072256,0.072687,0.681617,0.681839,0.01996,0.013972,-1.49809,-1.496099,0.18601,0.189091,0.618155,0.617869,0.313226,0.314293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0,0,0.680823,0.680817,0.159461,0.159453,-1.509942,-1.509938,0.069426,0.069418,0.63668,0.636675,0.366552,0.36655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311.75,0,0,0,0,0,0,0,0,0.661885,0.661858,0.264494,0.264462,-1.507725,-1.507695,-0.063362,-0.063316,0.656439,0.656416,0.41205,0.412074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315.5,0,0,0,0,0,0,0,0,0.645243,0.645242,0.358467,0.358449,-1.483932,-1.483907,-0.206359,-0.206342,0.678725,0.678708,0.453035,0.453028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319.25,0,0,0,0,0,0,0,0,0.645293,0.645558,0.43773,0.438563,-1.450377,-1.450723,-0.331794,-0.331817,0.683834,0.6835,0.474519,0.474034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,0,0,0,0,0,0,0,0,0.629229,0.629216,0.511977,0.511954,-1.390802,-1.390771,-0.484724,-0.484706,0.704681,0.704658,0.508387,0.508388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326.75,0,0,0,0,0,0,0,0,0.614001,0.612812,0.573718,0.572059,-1.312689,-1.312425,-0.636442,-0.63593,0.719623,0.7203,0.536489,0.537114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330.5,0,0,0,0,0,0,0,0,0.595746,0.59332,0.622797,0.618874,-1.211386,-1.220628,-0.788056,-0.77652,0.724932,0.728295,0.560197,0.560758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334.25,0,0,0,0,0,0,0,0,0.59034,0.590278,0.662767,0.662718,-1.126049,-1.125975,-0.898984,-0.899017,0.712199,0.712121,0.567929,0.567917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,0,0,0,0,0,0,0,0,0.570027,0.570011,0.685619,0.68558,-1.003154,-1.003155,-1.025931,-1.025931,0.698229,0.69819,0.582613,0.582597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341.75,0,0,0,0,0,0,0,0,0.54776,0.547662,0.694106,0.693966,-0.869236,-0.869708,-1.140631,-1.14033,0.665023,0.665419,0.590106,0.590143,0.030112,0.030216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345.5,0,0,0,0,0,0,0,0,0.523355,0.52338,0.690309,0.69032,-0.727733,-0.727895,-1.239005,-1.238842,0.616446,0.616416,0.593739,0.593642,0.069228,0.069228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349.25,0,0,0,0,0,0,0,0,0.509198,0.509385,0.692954,0.69317,-0.604751,-0.604865,-1.307937,-1.307963,0.554882,0.554947,0.586146,0.586055,0.099176,0.098949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,0,0,0,0,0,0,0,0,0.479489,0.47949,0.673895,0.673989,-0.457351,-0.45725,-1.376135,-1.376193,0.480208,0.480243,0.587518,0.587103,0.148747,0.148724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
